measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1993,2.901956005,3.293472216,2.576877272
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1992,2.537684865,2.872722334,2.240871634
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1996,3.987742305,4.463487479,3.541063854
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2000,5.90654616,6.567035581,5.308590278
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1994,3.2668255,3.686144906,2.903769236
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2004,7.907804593,8.949539675,6.991006355
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1995,3.55682575,4.005565281,3.156009564
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1997,4.353647408,4.864625975,3.894242916
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1998,4.941131629,5.50748541,4.42217432
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1999,5.415182045,6.040863224,4.860849124
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2008,8.695205887,9.661446877,7.729261124
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2002,6.988064217,7.871956002,6.222038589
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2001,6.354628812,7.11647193,5.634430433
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2003,7.531681829,8.478946541,6.635661321
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2012,10.35196507,11.49483531,9.337229845
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2005,8.421630823,9.49576513,7.460135125
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2006,8.828284952,9.898740271,7.815245909
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2010,9.497498035,10.50156565,8.522468459
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2016,13.72113196,15.17925796,12.44009131
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2007,8.789673944,9.84108988,7.79019167
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2011,9.777447798,10.90040101,8.823762193
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2009,9.176314397,10.17538994,8.17543967
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2014,11.55416243,12.91465781,10.4089851
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2013,11.0278797,12.21002456,9.940856048
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2018,15.05064913,17.65761385,12.60210226
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2017,14.51672109,16.49196344,12.66457629
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2015,12.48909619,13.91966543,11.2365965
1,Deaths,525,Arizona,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2019,15.6022425,19.05111648,12.61519027
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1990,0.77835682,0.877078027,0.690027942
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1992,0.85244387,0.962485388,0.759783001
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1991,0.818140252,0.926255783,0.724897083
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1995,1.040222178,1.16522963,0.928811165
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1993,0.906477479,1.023495627,0.805247498
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1999,1.528597459,1.691508145,1.365132513
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2003,2.767577392,3.110277746,2.458551416
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1996,1.11055367,1.237084239,0.997473412
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1994,0.980762419,1.102891975,0.866700738
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1997,1.242842158,1.392306743,1.11081926
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1998,1.344877691,1.497753139,1.200440529
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2007,4.267588645,4.7676878,3.791408205
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2001,2.023118658,2.247539144,1.811338512
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2000,1.808193907,2.010203244,1.613232953
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2011,5.880399496,6.544398358,5.284428803
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2002,2.42315593,2.697357035,2.15610623
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2005,3.570773294,4.01049321,3.181985944
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2004,3.230328107,3.619794752,2.872897167
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2006,3.963538718,4.421649456,3.510795769
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2015,8.385133452,9.412508857,7.387309459
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2010,5.458023236,6.074892242,4.906465943
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2009,5.110736358,5.670912708,4.579916769
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2008,4.823952567,5.385769813,4.307568627
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2019,11.79979894,14.57476618,9.43284663
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2013,6.748102286,7.544403632,5.966100979
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2012,6.329556528,7.071158974,5.657303603
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2017,10.36329446,12.13828064,8.697423847
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2014,7.472965325,8.389909449,6.60620094
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2016,9.295563053,10.50939392,8.144780109
1,Deaths,526,Arkansas,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2018,10.98272655,13.08023917,8.891373562
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1991,3.499399311,3.908367778,3.115505277
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1990,3.53302852,3.963048263,3.154253041
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1992,3.737425773,4.197947969,3.314986963
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1994,4.039416262,4.527585676,3.571030552
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1993,3.962172054,4.455308565,3.501793229
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1998,4.570652449,5.09616494,4.11744805
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2002,5.282500965,5.877089877,4.722001246
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1995,4.123377326,4.617218062,3.670082942
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1996,4.292002494,4.770917889,3.836443901
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1997,4.379056143,4.886823886,3.919357621
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2006,6.807468316,7.670997942,6.03877768
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1999,4.578397374,5.079239683,4.099488045
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2000,4.467108681,4.958565242,4.001768391
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2010,6.791870616,7.612152986,6.087056337
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2004,6.362614033,7.104417309,5.642554392
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2003,5.978664699,6.676051615,5.303270103
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2001,4.517910222,5.03179538,4.044604145
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2005,6.665503883,7.537313045,5.891353926
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2014,7.725279198,8.675673083,6.903811713
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2008,6.757019358,7.570115323,6.008562541
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2009,6.929298747,7.772494092,6.195474016
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2007,6.831031019,7.652376068,6.054057644
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2018,8.910473639,10.72491125,7.372085149
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2012,7.17791628,8.065602428,6.454921252
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2011,7.014907132,7.852235489,6.303746888
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2016,8.496044217,9.503813734,7.603779207
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2013,7.424020403,8.317707257,6.647976157
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2017,8.784432735,10.1410318,7.601246536
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2015,8.166393042,9.117781834,7.308916364
1,Deaths,527,California,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2019,9.119512939,11.12003881,7.411951069
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1990,1.459696956,1.661323156,1.28485382
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1991,1.610384627,1.827511094,1.401827821
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1992,1.69058076,1.917434495,1.485743017
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1997,2.721347277,3.031927364,2.418588228
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1993,1.92714972,2.171403352,1.708708705
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2001,4.44689723,4.960800015,3.953834593
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1995,2.412881998,2.709998912,2.145311122
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1996,2.531082939,2.848779313,2.253453537
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1994,2.17798396,2.459332203,1.928339571
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2005,6.174922185,6.918637606,5.484389392
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1999,3.485366337,3.882156341,3.109091801
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1998,3.076655217,3.438374858,2.746006878
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2009,7.472503851,8.236124973,6.706278941
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2002,4.910290086,5.512441407,4.377732008
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2000,3.89825161,4.34579102,3.460137753
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2003,5.388205175,6.043404705,4.800668044
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2004,5.678131105,6.384801675,5.033106483
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2013,8.791896735,9.741393623,7.868057035
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2007,6.80893946,7.546475384,6.049073081
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2006,6.464663373,7.233625884,5.751985382
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2017,12.79945323,14.58243753,11.02952273
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2011,8.064579658,8.887601281,7.260973779
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2010,7.420181679,8.220738348,6.660329338
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2008,7.148374358,7.911629864,6.374801241
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2015,10.51042006,11.68805783,9.43422501
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2012,8.355682423,9.153893016,7.50059507
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2014,9.638862366,10.68862595,8.625558851
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2016,11.85499778,13.0870993,10.71918752
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2019,13.65537147,16.49190559,11.24784206
1,Deaths,528,Colorado,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2018,13.11243643,15.51866713,10.94896498
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1990,1.512821044,1.700656383,1.33701628
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1992,2.112385232,2.394840195,1.854101264
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1995,3.177099239,3.570134818,2.817038935
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1991,1.72426185,1.954126324,1.516826861
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1999,4.636416847,5.146567373,4.113958528
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1993,2.511090922,2.854208972,2.229102243
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2003,6.352085171,7.175723818,5.617537943
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1996,3.409752631,3.81579352,3.028087089
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1994,2.897547093,3.264768638,2.577517498
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1997,3.755004978,4.18664143,3.326238708
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2001,5.544105292,6.222867598,4.899347789
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1998,4.178916806,4.641315669,3.708600438
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2007,7.160137181,7.979003244,6.381648883
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2002,6.107407513,6.850338774,5.416251006
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2000,5.280474337,5.920253409,4.692210159
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2011,8.208625787,9.098697055,7.365991772
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2004,6.667320607,7.508104752,5.935945879
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2005,6.889057083,7.749658575,6.118995962
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2015,12.62065109,13.88108364,11.53509707
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2008,7.37229565,8.211585389,6.602544237
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2006,7.157220955,8.021937537,6.372908552
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2009,7.521991235,8.329903269,6.749630488
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2010,7.836921317,8.678667816,7.074981775
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2019,15.00137134,18.34607557,12.21273316
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2013,10.24093416,11.41064582,9.261574837
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2012,9.054074273,10.07016337,8.179737133
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2017,14.41514762,16.35515922,12.62211185
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2014,11.04608955,12.32802436,9.971156244
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2016,14.08677882,15.45606807,12.88930776
1,Deaths,529,Connecticut,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2018,14.69395777,17.63132397,12.30102875
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1994,2.959477355,3.337565535,2.610542883
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1991,2.091314126,2.356659366,1.837331635
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1990,1.981289501,2.244193629,1.742463978
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1993,2.597282032,2.9182197,2.300478475
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1992,2.338137323,2.656968991,2.034431701
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1998,3.947733773,4.405183445,3.50898426
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2002,5.822864815,6.444164169,5.187951591
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1995,3.057784479,3.424472421,2.690833751
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1996,3.357621355,3.781573723,2.983367938
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1997,3.624076658,4.081849351,3.203792932
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2006,7.424912263,8.271387517,6.616574321
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2001,5.229026422,5.787938702,4.658020052
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1999,4.281773175,4.772080547,3.837273328
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2000,4.731859762,5.280105664,4.238369897
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2010,9.32603598,10.24042496,8.432948652
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2003,6.270098938,7.001703762,5.567501993
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2004,6.702181642,7.425443008,5.992209085
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2008,8.39417379,9.211718277,7.493308592
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2014,12.64878786,14.05642015,11.37181149
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2005,7.015955695,7.803863578,6.231204003
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2009,8.79676678,9.655475203,7.948033577
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2007,7.857123188,8.728144791,7.049837619
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2018,17.86597214,20.57911862,15.58152997
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2012,10.6012604,11.66043571,9.579131406
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2011,9.898673668,10.83391957,8.996425925
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2016,16.1920477,18.08917802,14.681644
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2015,14.41210924,15.99104358,13.03031001
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2013,11.50000146,12.67056824,10.38255037
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2017,17.05380029,19.28440617,15.18434714
1,Deaths,530,Delaware,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2019,18.54752226,21.96071305,15.86208986
1,Deaths,531,District of Columbia,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1990,2.76288284,3.175814106,2.398879648
1,Deaths,531,District of Columbia,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1991,2.760397648,3.164885069,2.381106278
1,Deaths,531,District of Columbia,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1992,2.867035136,3.299740986,2.462325093
1,Deaths,531,District of Columbia,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1997,3.950856869,4.452852871,3.433735642
1,Deaths,531,District of Columbia,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2001,6.452275302,7.409264636,5.572845561
1,Deaths,531,District of Columbia,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1994,3.27394213,3.766649478,2.820290612
1,Deaths,531,District of Columbia,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1993,2.989159796,3.433072766,2.575596697
1,Deaths,531,District of Columbia,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1995,3.436101717,3.948885954,2.953627599
1,Deaths,531,District of Columbia,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1996,3.614885389,4.103313734,3.138025104
1,Deaths,531,District of Columbia,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2005,7.728230421,8.774558728,6.801636089
